Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Main Image,Second Image,Multi Images,Catégorie,Détails Prix,Détails de L'article,Informations Complémentaires,Prix de promotion,Prix hors promotion,Produit Similaires,Afficher,Video link Youtube seulement
Séjour « DALIDA »,sejour-dalida,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cc8c795ef6fa51d788111b,FALSE,FALSE,Wed Feb 14 2024 09:48:41 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 13:56:14 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 13:56:14 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d41d32799f51d83967913_Dalila%20(2).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d41e026f98b1b9e6df6bc_Dalila4.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4263d8e952099322cf76_DALIDA%20(1).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4270d8e952099322d0a4_Dalida%20(1).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4268c3765063e177f6fc_DALIDA%20(2).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d41d32799f51d83967913_Dalila%20(2).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d42695d3468f4c1020837_DALILA%20(4).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d426cd8e952099322d06c_Dalila3.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d41e026f98b1b9e6df6bc_Dalila4.png,salons-et-sejours,"- Dimensions standard: 300*220 cm
- Rallonge : 80 cm
- Hauteur assie : 40 cm
- Mousse : hyper confortable HR
- Tissue : Bouclette Socle : blenz (Hêtre)",,"Les tarifs varient selon la composition que vous sélectionnez. Facilités de paiement et acomptes disponibles pour sécuriser vos réservations.
",5700,7100,,TRUE,
Sejour « ÉLEGANCE »,sejour-elegance,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cc8ffba113a328a9763657,FALSE,FALSE,Wed Feb 14 2024 10:03:39 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:04:26 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:04:26 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4332c3765063e1782d8a_Elegance%202%20(10).jpg.png,,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d443cd8e9520993231873_Elegance%202%20(2).jpeg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d44435d3468f4c1031a02_Elegance%202%20(2).jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d443cd8e9520993231861_Elegance%202%20(3).jpeg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d44445d3468f4c1031ad6_Elegance%202%20(9).jpeg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d443ac3765063e1786acd_Elegance%202%20(9).jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4332c3765063e1782d8a_Elegance%202%20(10).jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d44415d3468f4c10318dd_Elegance%202%20(11).jpg.png,salons-et-sejours,"* Taille 340*240 cm
* Rallonge : 80 cm
* Coin : 160*160 cm.
* Canapé : 180 cm
* Socle : blenz (Hêtre).
* Tissue : bouclette
* Mousse : HR",,"Les tarifs varient selon la composition que vous sélectionnez. Facilités de paiement et acomptes disponibles pour sécuriser vos réservations.
Et pour une expérience encore plus avantageuse, bénéficiez de remises exclusives allant jusqu'à 30% avec notre Pack Mariage (salon + séjour + chambre à coucher).",6420,7560,chambre-a-coucher-toscana; salon-armanda; sejour-dalida,TRUE,
Salon « FIONA »,salon-fiona,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cc99008981cac46e95a3cb,FALSE,FALSE,Wed Feb 14 2024 10:42:07 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:33:00 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:33:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/68fe463c56378f8a451b68b5_Sans%20titre%20-%201-03.jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4524d8e9520993231f52_FIONA%20(8).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d454cc3765063e1787364_Sans%20titre%20-%201_Plan%20de%20travail%201.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/68fe463c56378f8a451b68b5_Sans%20titre%20-%201-03.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4551323e22d62a3eb17d_Sans%20titre%20-%201-04.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d3cfc4042f28075f37780_Sans%20titre%20-%201-05.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d45528b815bc70b54b8b3_Sans%20titre%20-%201-06.jpg,salons-et-sejours,"Salon de Luxe Fiona 6 places ( 2 canapés 3 Places et 2 places et un Fauteuil ) disponible en plusieurs couleurs , en bois massif hêtre ( Blenz ), Mousse hyper Confortable HR , Tissus Haut de gamme nubique anti taches.",,"Les tarifs varient selon la composition que vous sélectionnez. Facilités de paiement et acomptes disponibles pour sécuriser vos réservations.
Et pour une expérience encore plus avantageuse, bénéficiez de remises exclusives allant jusqu'à 30% avec notre Pack Mariage (salon + séjour + chambre à coucher).",6390,8000,chambre-adulte-festina; salon-cavalli; salon-tesla; chambre-adulte-flora; salon-royale,TRUE,
Salon « FLORENCE »,salon-florence,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cc9a2b2512d0a2d97ccb4c,FALSE,FALSE,Wed Feb 14 2024 10:47:07 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:37:18 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:37:18 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4b790eb80cb82d7f74b4_FLORENCE%201.jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4b840eb80cb82d7f794a_FLORENCE%205.jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4b790eb80cb82d7f74b4_FLORENCE%201.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4c09b899c17601dfd912_FLORENCE%202.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4b840eb80cb82d7f794a_FLORENCE%205.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4c090eb80cb82d7f8fd8_FLORENCE%206.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4c092b9ae1ed39e90cab_FLORENCE%207.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4c070dcddf69a2426203_FLORENCE%208.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4c062b9ae1ed39e90c94_FLORENCE%2010.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4c090eb80cb82d7f8fd5_FLORENCE.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4c06b75f192ec8e21937_FLORENCE3.jpg,salons-et-sejours,"* Canapé 3 places : 240 cm
* Canapé 2 places : 200 cm",,"Les tarifs varient selon la composition que vous sélectionnez. Facilités de paiement et acomptes disponibles pour sécuriser vos réservations.
Et pour une expérience encore plus avantageuse, bénéficiez de remises exclusives allant jusqu'à 30% avec notre Pack Mariage (salon + séjour + chambre à coucher).",5110,6440,salon-fiona; sejour-dalida; chambre-adulte-festina,FALSE,
Séjour « HORIZON »,sejour-horizon,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdd3f5916d1208cbc861fc,FALSE,FALSE,Thu Feb 15 2024 09:05:57 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:41:37 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:41:37 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/68fe3b990ef67e0549ec13e9_Horizon%20(2).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4c9497e83b5a10927048_Horizon%20(1).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4cdfc3765063e179dd41_HORIWON6.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4c9497e83b5a10927048_Horizon%20(1).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/68fe3b990ef67e0549ec13e9_Horizon%20(2).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4cce49b8f1e3f8612e5a_HORIZON.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4cde4042f28075f70ad0_HORIZON3.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4cd50dcddf69a242829b_HORIZON4.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4cd4b75f192ec8e21c41_HORIZON5.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4cd44042f28075f70811_horizonn-Photoroom.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4cd40dcddf69a242828a_horizon-Photoroom.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/68fe3b990ef67e0549ec13e9_Horizon%20(2).png,salons-et-sejours,"* Taille 370*280 cm
* Assie : 80 cm
* Profondeur globale : 100 cm.
* Socle : blenz (Hêtre).
* Tissue : bouclette
* Mousse : HR",,"Les tarifs varient selon la composition que vous sélectionnez. Facilités de paiement et acomptes disponibles pour sécuriser vos réservations.
Et pour une expérience encore plus avantageuse, bénéficiez de remises exclusives allant jusqu'à 30% avec notre Pack Mariage (salon + séjour + chambre à coucher).",7200,9000,sejour-elegance; salon-armanda; salon-armadio; chambre-adulte-festina; chambre-adulte-flora,TRUE,
Sejour MAYORKA,sejour-mayorka,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdd7005e36c5b54d90b6a4,FALSE,FALSE,Thu Feb 15 2024 09:18:56 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:44:46 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:44:46 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4d8c2b9ae1ed39e92949_2.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4dc20712f90ad4a31d17_MAYORKA%20MELANGE.jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/680ba19890959728c5336cb2_1.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4d8c2b9ae1ed39e92949_2.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/680ba1a2e35a148b46a5152c_3.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/680ba1a18e7c68f3134549e0_4.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4dc4b75f192ec8e22bad_IMG-20250609-WA0023.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4dc5fb7e26e8eef80f01_IMG-20250609-WA0024.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4dc20712f90ad4a31d17_MAYORKA%20MELANGE.jpg,salons-et-sejours,,,"Les tarifs varient selon la composition que vous sélectionnez. Facilités de paiement et acomptes disponibles pour sécuriser vos réservations.
",5600,7000,salon-armadio; salon-cavalli; chambre-adulte-carolina; chambre-adulte-monaco; salon-tokyo; ark-kinzo,TRUE,
Salon « LOTUS »,salon-lotus,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdd7efc947053af59e30ec,FALSE,FALSE,Thu Feb 15 2024 09:22:55 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:48:07 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:48:07 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/68fe519f00ad894f7fcb1cbd_Lotus%20(1).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/68fe527aa73c227856e3ca03_LOTUS%20(4).jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4e901ac4b2814dbcd627_Lotus%20(2).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4e8e0eb80cb82d80c4cb_others%20(2).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4e8b5d3468f4c1068ff8_others%20(4).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4e905d3468f4c106925f_others%20(11).png,salons-et-sejours,"– Canapé 3 places : 230*95 cm
– Canapé 2 places : 180*95 cm
– Fauteuil
– Profondeur d’assise : 60 cm
– Mécanisme : Non
– Socle Blenz
– Mousse HR",,"Les tarifs varient selon la composition que vous sélectionnez. Facilités de paiement et acomptes disponibles pour sécuriser vos réservations.
Et pour une expérience encore plus avantageuse, bénéficiez de remises exclusives allant jusqu'à 30% avec notre Pack Mariage (salon + séjour + chambre à coucher).",6780,8500,sejour-horizon; salon-armadio; chambre-a-coucher-toscana; chambre-adulte-carolina,FALSE,
Salon « MAGIC »,salon-magic,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdd963cf19b67dfa0d90ab,FALSE,FALSE,Thu Feb 15 2024 09:29:07 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:53:09 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:53:09 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4f27b75f192ec8e235b5_magic%20bleu%20beige%20(1).jpg%20-%20Copie.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4f3e0eb80cb82d813d76_MAGIC%20Beige%20Orange%20(3).jpeg.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4fa2208a0e30f9000839_Salon%20magic-04.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4fa2a84d95f31555d1f9_Salon%20magic-05.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4fa2a84d95f31555d02a_Salon%20magic-07.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4fa295442d41fe5a2c0b_Salon%20magic-08.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4f9ca84d95f31555cdaf_Salon%20magic-09.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4f9d208a0e30f90007c3_Salon%20magic-10.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4f9c95442d41fe5a2bcf_Salon%20magic-11.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4f9e208a0e30f90007e8_Salon%20magic-12.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d4fb5208a0e30f9000d9c_MAGIC%20Beige%20Orange%20(4).jpeg.png,salons-et-sejours,"– Canapé 3 places : 250 CM
– Canapé 2 places : 200 CM
– Fauteuil
– Mécanisme : Oui
– Tissue : Nubique
– Socle Blenz
– Mousse HR","<p id="""">Le modèle <strong id="""">MAGIC</strong>, d’inspiration italienne, allieélégance et confort : structure en bois massif (hêtre Blenz), mousse HRultra-confort, tissu haut de gamme antitache, dossier et accoudoirs réglables.</p><p>‍</p>",,7260,9100,,TRUE,https://youtube.com/shorts/l4YxyESCIho?si=Kdvz16lALdH9wX9n
Séjour « MAGIC »,sejour-magic,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdda2106104b94898c0be7,FALSE,FALSE,Thu Feb 15 2024 09:32:17 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:55:59 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:55:59 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d5009208a0e30f90012cd_S%C3%A9jour%20Magic%20(2).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d50205d3468f4c106f7e0_MAGIC%20(28).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d5058b899c17601e05e75_MAGIC%20(18).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d505a5d3468f4c107050c_MAGIC%20(19).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d50585d3468f4c10704e8_S%C3%A9jour%20Magic%20(1).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d5009208a0e30f90012cd_S%C3%A9jour%20Magic%20(2).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d5051b75f192ec8e26735_S%C3%A9jour%20Magic%20(4).jpeg,salons-et-sejours,"* Taille : 300*200 cm
* Tissue : Nubique. * Mécanisme : Oui. * Socle : Blenz",,"Les tarifs varient selon la composition que vous sélectionnez. Facilités de paiement et acomptes disponibles pour sécuriser vos réservations.
Et pour une expérience encore plus avantageuse, bénéficiez de remises exclusives allant jusqu'à 30% avec notre Pack Mariage (salon + séjour + chambre à coucher).",5700,7200,salon-magic,TRUE,
Salon « MILANO »,salon-milano,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cddd3dc947053af5a0e379,FALSE,FALSE,Thu Feb 15 2024 09:45:33 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:59:34 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 14:59:34 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d50ef5d3468f4c1072c9b_MILANO11.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d50fbb899c17601e0885c_MILANO12.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d51435d3468f4c1073276_MILANO.jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d51415d3468f4c107324c_MILANO7.jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d51415d3468f4c107325e_MILANO7.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d513c5d3468f4c1073111_MILANO8.jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d513d95442d41fe5a9f9d_MILANO9.jpg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d513995442d41fe5a9e30_MILANO10.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d50ef5d3468f4c1072c9b_MILANO11.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d50fbb899c17601e0885c_MILANO12.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d5136208a0e30f9006707_MILANO13.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d51395d3468f4c10730f5_MILANO14.png,salons-et-sejours,"– Canapé 3 places : 230*95 cm
– Canapé 2 places : 180*95 cm
– Fauteuil
– Profondeur d’assise : 60 cm
– Mécanisme : Non
– Socle Blenz
– Mousse HR",,,7200,8000,chambre-adulte-carolina; salon-magic; salon-lotus; sejour-mayorka; salon-armadio,FALSE,
Séjour « MILANO »,sejour-milano,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cddeecaa4eadb4e571c7e7,FALSE,FALSE,Thu Feb 15 2024 09:52:44 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 15:02:35 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 15:02:35 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d517ca84d95f3155639a8_CAC%20lara-04.jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d518a949dbad7ce18252b_CAC%20lara-09.jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d517ca84d95f3155639a8_CAC%20lara-04.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d51d3b75f192ec8e281d4_CAC%20lara-05.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d51d3b75f192ec8e281d7_CAC%20lara-07.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d518a949dbad7ce18252b_CAC%20lara-09.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d51d3b899c17601e0e29c_CAC%20lara-10.jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d51ea5d3468f4c1076627_Milano%20Gris%20(1).jpeg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d51eee4e9906048eadb8e_S%C3%A9jour%20Milano%20(2).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d51efe4e9906048eadbc0_S%C3%A9jour%20Milano%20(4).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d51f1b899c17601e0f2f3_S%C3%A9jour%20Milano%20(5).png,salons-et-sejours,"* Taille 230*285 cm
* Rallonge : 80 cm
* Socle : blenz (Hêtre).
* Mécanisme : Oui
* Tissue : bouclette
* Mousse : HR",,"Les tarifs varient selon la composition que vous sélectionnez. Facilités de paiement et acomptes disponibles pour sécuriser vos réservations.
Et pour une expérience encore plus avantageuse, bénéficiez de remises exclusives allant jusqu'à 30% avec notre Pack Mariage (salon + séjour + chambre à coucher).",4970,6250,salon-milano; chambre-adulte-monaco; sejour-elegance; salon-armanda,TRUE,
MINOTTI,sejour-minotti,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdef926149e6e6dd3f26c4,FALSE,FALSE,Thu Feb 15 2024 11:03:46 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 15:10:13 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 15:10:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d526195442d41fe5b00dd_LUGANO_NO_LOGO%20(2).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d5272c2e52d530272a8fe_Minotti3.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d53c60eb80cb82d83050e_Minotti%20(2).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d5272c2e52d530272a8fe_Minotti3.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d53c75d3468f4c1080888_Minotti8.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d53c2b8148ab5bc7c94c5_MINOTTII%20(3).png,salons-et-sejours,"* Taille : 400*360cm
* Carcasse : Bois rouge.
* Piétement : Inox Doré
* Mousse : 28/30 Souple",<p>DIMENSIONS ET TISSU AU CHOIX</p>,,8064,10100,sejour-dalida; chambre-adulte-gold; sejour-elegance,FALSE,
Séjour « NAPOLI »,sejour-napoli,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdf09381979b6d0bc0eec2,FALSE,FALSE,Thu Feb 15 2024 11:08:03 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 15:27:59 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 15:27:59 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/68fe4b8de34128669c62e8c2_NAPOLI%20(3).jpg,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d579b51a8d80fd5bad621_NAPOLI%20(2).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d57d7c91d5217f99dc952_NAPOLI%20(1).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d579b51a8d80fd5bad621_NAPOLI%20(2).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d57d6f4643b44c21abab3_NAPOLI%20(4).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d57d5c91d5217f99dc940_NAPOLI%20(5).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d57f4323e22d62a415745_NAPOLI%20(4).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d57f151a8d80fd5badbd2_NAPOLI%20(12).png,salons-et-sejours,"* Taille : 290*217 cm
* Rallonge : 80 cm
* Canapé Lit.
* Socle : Blenz.
* Mousse : HR",,,4950,6200,salon-milano; sejour-elegance; sejour-horizon; chambre-adulte-gold; chambre-adulte-festina; salon-florence,TRUE,
OLIVIA,salon-olivia,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdfbc339e2ff2200318734,FALSE,FALSE,Thu Feb 15 2024 11:55:47 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 15:30:16 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 15:30:16 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d583cfb7e26e8eefcb295_OLIVIa%20(3).jpeg.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d58520eb80cb82d83f524_OLIVIa%20(4).jpg.png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d587dfc7727b9506cc68d_OLIVIa%20(2).jpeg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d587c949dbad7ce19e853_OLIVIa%20(2).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d583cfb7e26e8eefcb295_OLIVIa%20(3).jpeg.png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d587c51a8d80fd5bade6f_OLIVIa%20(3).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d58520eb80cb82d83f524_OLIVIa%20(4).jpg.png,salons-et-sejours,"* Taille : 300*300 cm
* Repose tête réglables.
* Mousse : HR.
* Tissue haute gamme anti tâche",,,4850,6100,salon-cavalli; salon-armadio; sejour-magic; sejour-horizon; chambre-adulte-carolina,FALSE,
PABLO,sejour-pablo,656da3bd4abd712dfd496de4,656da3bf4abd712dfd49721a,65cdfcb2c86acbd2f79a81ef,FALSE,FALSE,Thu Feb 15 2024 11:59:46 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 15:32:42 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 15:32:42 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d58ce4e59ee2d8c058347_Pablo%20(2).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d58d65d3468f4c109d3ec_PABLO%20NO%20LOGO%20(1).png,https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d590dc3765063e17be74e_PABLO%20(2).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d58ce4e59ee2d8c058347_Pablo%20(2).png; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d590cc3765063e17be67d_PABLO%20(5).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d590af4643b44c21aef70_PABLO%20(9).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d590b5d3468f4c109d522_PABLO%20(10).jpg; https://cdn.prod.website-files.com/656da3bd4abd712dfd496de6/694d590f49b8f1e3f862d59d_PABLO%20NO%20LOGO%20(2).png,salons-et-sejours,,,,4960,6600,sejour-horizon; sejour-minotti; sejour-elegance,TRUE,
